F2,F3,F1,F11,F4,F6,F10,F9,F5,F7,F12,F8,out
1.528,5.544,3.649,1.003,4.541,1.447,1.022,0.719,0.6274,0.5042,0.116,0.2307,b
1.538,5.349,3.768,1.055,4.558,1.571,1.168,0.5981,0.835,0.415,0.1086,0.3455,b
1.405,5.12,3.922,1.112,4.802,1.597,1.152,0.7007,0.6995,0.4236,-0.2417,0.3003,b
1.462,5.062,3.801,1.117,4.805,1.624,1.277,0.7092,0.7483,0.5872,0.1184,0.2905,b
1.273,5.14,3.783,1.075,5.114,1.593,1.19,0.6909,0.7043,0.4199,-0.0647,0.2979,b
1.199,5.365,3.777,0.8862,4.651,1.77,1.338,0.6714,0.752,0.3735,0.1514,0.2551,b
1.18,5.394,3.876,1.036,4.689,1.614,1.346,0.6836,0.7629,0.4492,0.1855,0.2295,b
1.255,4.98,3.91,1.012,4.749,1.704,1.288,0.7019,0.8899,0.4224,0.09277,0.3235,b
1.23,5.303,4.082,1.178,4.613,1.638,1.405,0.7031,0.7434,0.4773,0.04883,0.3052,b
1.2,5.227,3.822,1.124,4.789,1.7,1.407,0.7056,0.7166,0.5872,0.1135,0.3088,b
1.279,5.361,3.723,1.246,4.844,1.587,1.39,0.6909,0.7263,0.3284,0.0415,0.2759,b
1.189,5.284,4.016,1.2,4.919,1.638,1.487,0.6482,0.6616,0.4578,0.08545,0.2979,b
0.9998,5.159,3.682,1.195,4.7,1.631,1.415,0.6104,0.6531,0.4236,0.1257,0.4163,b
1.123,5.359,3.813,1.134,4.747,1.545,1.448,0.5896,0.7019,0.4114,-0.05615,0.1453,b
1.158,5.342,3.585,1.095,4.64,1.498,1.361,0.5542,0.6641,0.3674,0.03296,0.2258,b
1.183,5.648,3.861,1.15,4.556,1.584,1.404,0.647,0.5981,0.2991,-0.09277,0.321,b
1.138,4.929,3.575,1.047,4.497,1.445,1.411,0.5774,0.5554,0.4675,0.1062,0.1843,b
2.174,4.946,3.038,1.08,4.471,0.6677,1.398,0.4163,0.5322,0.2515,0.7568,0.1965,b
2.209,4.814,3.103,1.256,4.426,0.7471,1.389,0.4163,0.4687,0.3564,0.5823,0.2295,b
2.184,5.057,2.891,1.086,4.397,0.7581,1.437,0.4382,0.5212,0.3174,0.7129,0.2283,b
1.881,4.985,2.755,1.132,4.349,0.7788,1.486,0.3906,0.4749,0.321,0.8142,0.1257,b
2.119,5.131,2.728,1.127,4.119,0.7141,1.398,0.4163,0.4883,0.3162,0.7751,0.1526,b
1.975,5.282,2.863,1.105,4.081,0.6897,1.411,0.3979,0.5188,0.2222,0.9326,0.1843,b
1.958,5.363,3.077,1.073,4.104,0.7922,1.511,0.498,0.5237,0.3064,0.697,0.2039,b
1.622,4.84,3.534,1.13,4.338,1.104,1.365,0.5298,0.752,0.3711,0.8643,0.238,b
1.351,4.7,3.876,1.14,4.878,1.39,1.384,0.4907,0.7471,0.4883,1.067,0.3442,b
1.294,5.181,4.033,1.066,5.299,1.509,1.807,0.5957,0.7312,0.4907,0.7532,0.2771,b
1.136,5.295,4.243,1.13,5.439,1.622,1.533,0.6677,0.8386,0.4944,0.8167,0.3027,b
0.8984,5.056,4.213,1.212,5.027,1.792,1.719,0.7178,0.7935,0.5005,0.6982,0.3442,b
1.007,5.437,4.15,1.241,4.938,1.846,1.87,0.7068,0.8643,0.4944,0.8496,0.2563,b
0.7422,5.475,4.26,1.331,4.841,2.014,1.76,0.9314,0.8374,0.3601,0.614,0.4187,b
0.8655,5.734,4.092,1.345,5.437,1.958,1.761,0.7715,0.769,0.6311,0.885,0.2881,b
0.8191,5.511,4.082,1.3,5.43,2.046,1.87,0.7825,0.7764,0.6519,0.8142,0.2051,b
0.7117,5.746,4.351,1.37,5.262,1.997,2.003,0.7617,0.6921,0.4492,0.9241,0.3589,b
0.7764,5.708,4.374,1.387,5.322,2.078,2.104,0.7788,0.7349,0.5847,0.6909,0.2124,b
0.5371,5.205,4.58,1.426,5.438,2.095,2.075,0.946,0.8264,0.614,0.9167,0.3821,b
0.6555,5.398,4.381,1.462,4.971,1.934,2.108,0.7068,0.8545,0.5664,0.4797,0.3381,b
0.73,5.205,4.185,1.469,4.873,2.037,2.256,0.7532,0.8105,0.6079,0.7104,0.1038,b
0.7117,5.273,4.13,1.561,5.023,1.971,2.198,0.8472,0.8325,0.3662,0.8484,0.3772,b
0.6592,5.76,4.147,1.473,5.21,1.897,2.209,0.7568,0.8264,0.5847,0.802,0.05981,b
0.6421,5.531,4.271,1.473,5.111,2.03,2.316,0.8191,0.7227,0.5713,0.8728,0.3516,b
0.6226,5.74,4.194,1.499,5.093,2.026,2.345,0.8325,0.802,0.4456,0.6824,0.3088,b
0.5859,5.459,4.479,1.479,5.07,2.146,2.407,0.7861,0.8789,0.5505,0.6543,0.376,b
0.6958,5.688,4.373,1.56,5.497,1.925,2.538,0.791,0.741,0.5066,0.5164,0.3308,b
0.5457,5.262,4.171,1.516,5.195,1.973,2.659,0.8398,0.7898,0.5371,0.8069,0.3271,b
0.5725,5.25,4.451,1.505,5.039,2.051,2.588,0.9705,0.7825,0.5835,0.5798,0.5188,b
0.6335,5.298,4.415,1.606,5.273,2.084,2.584,0.7739,0.8057,0.5994,0.6543,0.3259,b
0.6641,5.449,4.41,1.538,5.044,2.01,2.682,0.8984,0.7483,0.4956,0.8496,0.1904,b
0.6116,5.719,4.503,1.569,5.103,1.981,2.657,0.8081,0.8838,0.542,0.78,0.343,b
0.4614,5.708,4.489,1.51,4.957,2.084,2.665,0.835,0.9204,0.5957,0.7483,0.2734,b
0.6274,5.432,4.596,1.606,5.068,2.05,2.689,0.9424,0.9717,0.553,0.8606,0.2747,b
0.5225,5.312,4.557,1.594,5.369,2.059,2.863,0.8911,0.957,0.575,0.9326,0.4138,b
0.6897,5.272,4.465,1.613,5.281,2.074,2.764,0.9216,1.03,0.5933,0.8948,0.354,b
0.4944,5.742,4.413,1.541,5.558,2.135,2.88,0.9216,0.9814,0.8447,0.8167,0.4028,b
0.7654,5.876,4.386,1.592,5.404,2.153,3.046,1.033,1.085,0.6836,0.658,0.3503,b
0.5127,5.461,4.54,1.652,5.363,2.22,3.076,1.047,1.089,0.6482,0.7458,0.304,b
0.603,5.649,4.573,1.766,5.551,2.202,3.3,1.228,1.063,0.6677,1.001,0.3308,b
0.5664,5.35,4.6,1.866,5.476,2.299,3.356,1.152,1.123,0.824,0.9875,0.4065,b
0.5701,5.336,4.508,1.627,5.537,2.383,3.348,1.045,1.16,0.7849,0.7776,0.459,b
0.5762,5.863,4.468,1.832,5.413,2.422,3.541,1.149,1.222,0.8301,0.7971,0.5371,b
0.5554,5.374,4.424,1.769,5.637,2.317,3.571,1.245,1.161,0.8093,0.7288,0.4431,b
0.5469,5.746,4.424,1.616,5.32,2.222,3.781,0.9705,1.169,0.7068,0.7727,0.3748,b
0.614,5.587,4.675,1.847,5.433,2.402,3.875,1.188,1.23,0.7373,0.5518,0.3833,b
0.4858,5.414,4.595,1.747,5.519,2.275,3.945,1.178,1.038,0.636,0.9021,0.415,b
0.5554,5.671,4.393,1.932,5.563,2.211,3.727,1.124,1.273,0.7971,0.7324,0.4431,b
0.5542,5.703,4.547,2.015,5.619,2.252,4.033,1.152,1.102,0.7361,0.813,0.4492,b
0.4785,5.449,4.351,1.918,5.493,2.242,4.258,1.095,1.119,0.614,0.6836,0.3198,b
0.498,5.334,4.464,1.871,5.564,2.17,4.15,0.9595,1.041,0.7581,0.73,0.3723,b
1.938,4.135,3.098,1.069,3.716,0.3955,1.378,0.2649,0.4272,0.2673,5.366,0.1941,b
1.875,4.52,3.107,1.193,3.782,0.5322,1.451,0.2881,0.3931,0.2905,5.553,0.1794,b
1.841,4.672,3.313,1.169,4.17,0.7312,1.477,0.3748,0.4199,0.1501,5.361,0.1746,b
1.859,4.86,3.379,1.128,3.772,0.7593,1.416,0.4016,0.4822,0.2185,5.199,0.1819,b
1.862,4.882,3.474,1.276,4.114,0.8179,1.44,0.5139,0.3918,0.3943,5.393,0.1208,b
1.652,5.121,3.45,1.095,4.027,1.06,1.445,0.4248,0.4553,0.3894,5.389,0.238,b
1.497,5.468,3.668,1.149,4.583,1.095,1.289,0.3076,0.5566,0.3357,5.637,0.2161,b
1.482,5.409,3.522,1.169,4.417,1.208,1.528,0.3674,0.5994,0.3479,5.658,0.116,b
1.578,5.126,3.635,1.21,4.32,1.228,1.449,0.4199,0.5334,0.3052,5.525,0.1538,b
1.523,5.509,3.551,1.141,4.192,1.317,1.509,0.5054,0.3308,0.2466,5.187,0.1941,b
1.497,5.148,3.469,1.239,4.095,1.244,1.567,0.3699,0.4333,0.5542,5.182,0.2246,b
1.577,5.564,3.391,1.16,4.338,1.157,1.45,0.3479,0.5127,0.3772,5.494,0.1099,b
1.398,4.852,3.499,1.207,4.189,1.349,1.625,0.3784,0.4504,0.332,5.398,0.1855,b
1.445,5.083,3.451,1.194,3.867,1.201,1.554,0.3979,0.3552,0.2966,5.59,0.188,b
1.359,4.708,3.577,1.122,3.826,1.204,1.395,0.2039,0.3333,0.3052,5.245,0.2246,b
1.415,5.291,3.207,1.166,4.077,1.154,1.534,0.4687,0.4993,0.3748,4.873,0.1892,b
1.575,5.06,3.433,1.31,4.116,1.125,1.442,0.2783,0.4041,0.3552,5.525,0.2002,b
1.426,5.537,3.511,1.18,4.221,1.216,1.549,0.3015,0.5676,0.3455,5.435,0.2161,b
1.267,4.846,3.391,1.13,4.241,1.313,1.543,0.3857,0.4944,0.3564,5.583,0.2185,b
1.503,5.05,3.53,1.166,4.087,1.141,1.594,0.3577,0.437,0.3394,5.393,0.2124,b
1.311,5.396,3.56,1.305,4.44,1.207,1.522,0.4602,0.4883,0.4272,5.691,0.2026,b
1.439,5.447,3.531,1.198,4.132,1.293,1.57,0.5298,0.5432,0.3381,5.491,0.2258,b
1.495,5.427,3.661,1.289,4.299,1.152,1.552,0.4639,0.4541,0.4065,5.15,0.3552,b
1.383,5.487,3.828,1.147,4.402,1.205,1.616,0.4773,0.5396,0.4138,5.216,0.144,b
1.29,5.011,3.729,1.129,4.497,1.483,1.569,0.4932,0.5127,0.3711,4.794,0.2637,b
1.217,5.618,3.937,1.162,4.458,1.418,1.597,0.5005,0.4944,0.2087,5.594,-0.03052,b
1.296,5.004,3.751,1.107,4.397,1.417,1.543,0.4492,0.5481,0.2576,4.78,0.2991,b
1.21,4.935,3.768,1.158,4.578,1.322,1.643,0.5249,0.5615,0.3943,4.768,0.2673,b
1.215,4.849,3.925,1.211,4.54,1.387,1.643,0.5872,0.5896,0.3564,5.403,0.2795,b
1.267,5.432,3.746,1.281,4.478,1.504,1.47,0.5469,0.7043,0.3198,5.701,0.2441,b
1.161,5.603,3.684,1.228,4.757,1.495,1.586,0.5127,0.5847,0.3284,5.588,0.3271,b
1.276,5.536,3.781,1.268,4.503,1.439,1.652,0.5652,0.6055,0.3467,5.16,0.116,b
1.062,5.444,3.883,1.141,4.548,1.376,1.636,0.4785,0.5029,0.3333,5.596,0.238,b
1.15,5.417,3.77,1.205,4.419,1.538,1.714,0.5579,0.5591,0.4163,5.35,0.1917,b
1.108,5.012,3.977,1.273,4.631,1.527,1.606,0.4468,0.542,0.4285,5.319,0.2161,b
1.088,5.69,3.914,1.3,4.434,1.577,1.722,0.6531,0.4712,0.3625,5.676,0.1843,b
1.108,5.007,3.743,1.125,4.598,1.41,1.666,0.5835,0.4749,0.3748,5.519,0.2051,b
1.141,5.081,3.729,1.207,4.232,1.429,1.697,0.5457,0.6299,0.4041,5.438,0.2283,b
1.167,4.993,3.945,1.13,4.325,1.4,1.813,0.448,0.5396,0.3491,5.425,0.1746,b
1.245,5.613,4.067,1.298,4.604,1.493,1.757,0.4248,0.5225,0.3833,4.658,0.2625,b
1.019,4.923,3.895,1.248,4.419,1.494,1.741,0.5176,0.6482,0.4651,4.803,0.26,b
1.093,5.563,3.772,1.274,4.513,1.52,1.744,0.5151,0.5957,0.3015,5.431,0.2527,b
1.04,5.261,3.883,1.287,4.547,1.462,1.66,0.481,0.5359,0.448,4.78,0.2136,b
1.068,5.114,4.08,1.273,4.436,1.355,1.836,0.6531,0.52,0.5151,4.841,0.2637,b
1.001,5.553,4.075,1.198,4.565,1.437,1.859,0.5115,0.6946,0.3345,5.59,0.2502,b
1.002,5.426,3.746,1.226,4.556,1.5,1.671,0.553,0.5115,0.4077,5.308,0.1599,b
1.085,5.061,4.003,1.206,4.563,1.477,1.782,0.614,0.6165,0.4871,5.573,0.01099,b
1.102,5.518,3.773,1.282,4.44,1.482,1.846,0.4626,0.6348,0.3662,5.417,0.2637,b
1.141,5.547,4.18,1.198,4.584,1.495,1.81,0.4333,0.592,0.4468,5.143,0.26,b
1.141,5.374,3.862,1.322,4.797,1.573,1.87,0.7178,0.6494,0.4651,5.063,0.2759,b
1.128,5.088,3.843,1.312,4.634,1.584,1.89,0.6091,0.6531,0.4175,5.47,0.282,b
1.021,5.398,4.065,1.248,4.974,1.578,1.785,0.636,0.6311,0.3845,4.736,0.2747,b
0.9302,5.498,4.116,1.238,4.655,1.584,1.869,0.5322,0.6567,0.4553,5.703,0.1807,b
1.003,5.135,3.885,1.353,4.862,1.605,2.04,0.6348,0.5896,0.4224,5.211,0.3003,b
0.8301,5.269,4.124,1.254,4.534,1.632,1.819,0.5994,0.6311,0.5774,5.142,0.1746,b
1.063,5.378,4.07,1.301,5.081,1.626,2.014,0.5249,0.636,0.4248,4.891,0.2881,b
0.9399,5.649,3.795,1.334,4.893,1.637,1.801,0.5835,0.6348,0.4529,5.668,0.2087,b
1.108,5.536,3.727,1.224,4.718,1.445,1.913,0.5774,0.5798,0.3174,4.72,0.2527,b
0.9937,4.839,3.936,1.221,4.896,1.411,1.532,0.6702,0.8044,0.4578,0.6689,0.2783,b
0.8142,5.299,4.254,1.212,5.045,1.65,1.379,0.6958,0.8984,0.5139,0.7983,0.2734,b
0.7812,5.725,4.283,1.346,4.95,1.791,1.611,0.7983,0.8142,0.4407,0.7239,0.343,b
0.8105,5.693,4.448,1.299,5.193,1.935,1.763,0.7556,0.7812,0.5432,0.8984,0.1709,b
0.7312,5.36,4.22,1.34,4.882,1.986,1.862,0.6763,0.7886,0.5139,0.835,0.1428,b
0.6396,5.189,4.44,1.34,5.234,2.084,1.876,0.8118,0.9387,0.5566,0.8411,0.2393,b
0.6519,5.72,4.255,1.517,5.437,2.109,2.118,0.6287,1.021,0.6506,0.885,0.2979,b
0.5554,5.758,4.115,1.477,5.491,2.173,2.277,0.9363,0.8203,0.6689,0.8801,0.3455,b
0.6714,5.271,4.375,1.663,5.232,2.202,2.405,0.907,0.9326,0.5945,0.7654,0.3577,b
0.5908,5.76,4.182,1.635,5.38,2.037,2.599,1.106,1.06,0.6348,0.575,0.3247,b
0.592,5.347,4.404,1.588,5.468,1.836,2.71,1.025,0.9155,0.6714,0.6812,0.3455,b
0.6689,5.222,4.242,1.738,4.973,2.113,2.661,0.9192,1.083,0.5701,0.7666,0.238,b
0.6775,5.226,4.17,1.648,5.563,2.137,3,0.9631,1.124,0.6274,0.7483,0.3821,b
0.542,5.237,4.456,1.536,5.438,2.164,2.979,1.122,1.082,0.7336,0.8252,0.4089,b
0.6909,5.449,4.579,1.735,5.38,2.113,3.354,0.9216,0.99,0.4553,0.8618,0.2783,b
0.6763,5.707,4.418,1.78,5.449,2.063,3.351,1.052,1.014,0.6641,0.8276,0.4456,b
0.6177,5.712,4.121,1.693,5.474,2.062,3.395,0.9314,1.012,0.7275,0.6543,0.3894,b
0.5408,5.205,4.139,1.807,5.359,2.026,3.599,0.9106,1.09,0.6519,0.7996,0.5078,b
0.5273,5.652,4.379,1.703,5.378,2.008,3.497,0.9229,0.9668,0.5835,0.6262,0.426,b
0.5579,5.417,3.972,1.929,5.518,1.93,3.662,0.9363,1.022,0.5969,0.9082,0.3308,b
0.5859,5.697,4.014,1.753,5.199,1.98,3.779,0.9412,1.041,0.6885,0.7581,0.3394,b
0.6335,5.269,4.12,1.835,5.066,1.903,3.812,0.8325,0.9863,0.6958,0.6201,0.3833,b
0.6458,5.375,3.978,1.674,5.271,2.083,3.815,0.9473,0.896,0.6226,0.7263,0.3577,b
0.5713,5.433,4.016,1.742,5.46,1.958,3.849,0.9216,0.9204,0.5762,0.7068,0.365,b
0.6287,5.804,4.163,1.821,5.374,1.91,3.8,0.9082,0.9668,0.6531,0.8582,0.3601,b
0.5225,5.494,4.24,1.782,5.192,1.937,3.859,0.5444,0.8154,0.73,0.6299,0.3308,b
0.5701,5.349,4.083,1.742,5.189,1.86,3.822,0.8374,0.8411,0.5615,0.7922,0.2039,b
0.658,5.574,3.838,1.753,4.878,1.871,3.75,0.7214,0.8826,0.7104,0.6641,0.3931,b
0.5505,5.662,4.032,1.758,5.248,1.864,3.545,0.8667,0.8301,0.5994,0.8411,0.3296,b
0.6201,5.134,4.111,1.75,5.26,1.853,3.738,0.835,0.8923,0.5762,0.5481,0.3333,b
0.5029,5.762,4.165,1.647,5.103,1.887,3.851,0.8435,0.8936,0.6787,0.7507,0.3699,b
0.5579,5.676,3.973,1.583,4.989,1.854,3.69,0.6982,0.8594,0.6104,0.7837,0.249,b
0.5872,5.355,3.8,1.648,5.367,1.912,3.567,0.8948,0.741,0.5969,0.7349,0.3235,b
0.6116,5.365,4.125,1.709,5.299,1.868,3.615,0.7117,0.835,0.5286,0.8276,0.2271,b
0.6812,5.128,4.065,1.597,5.212,1.948,3.594,0.8264,1.023,0.6958,0.8142,0.2466,b
0.6189,5.374,3.95,1.682,5.283,2.056,3.39,0.6873,0.9192,0.5115,0.7751,0.3564,b
0.592,5.653,4.073,1.613,5.271,2.031,3.562,0.8459,0.874,0.7153,0.8044,0.3723,b
0.5933,5.43,4.312,1.713,5.017,1.923,3.756,0.8484,1.022,0.636,0.7166,0.3625,b
0.6458,5.245,4.238,1.737,4.91,2.096,3.766,0.8301,1.014,0.6628,0.9143,0.3491,b
0.7068,5.802,4.407,1.771,5.566,2.04,3.746,0.9485,1.034,0.5237,0.7019,0.3369,b
0.4309,5.156,4.294,1.825,5.092,2.062,3.834,0.8899,0.9827,0.5762,0.6042,0.2649,b
0.614,5.494,4.248,1.842,5.571,2.025,3.982,0.7935,0.9839,0.6714,0.5798,0.5066,b
0.5432,5.186,4.156,1.807,5.312,2.095,3.955,0.8875,0.9009,0.5872,0.9326,0.2429,b
0.4797,5.402,3.91,1.711,5.189,1.877,3.986,0.8496,1.069,0.6226,0.7532,0.332,b
0.6006,5.634,4.186,1.782,5.137,1.859,4.163,1.016,1.077,0.5823,0.8313,0.3699,b
0.5408,5.778,4.15,1.696,5.184,1.816,4.291,0.9473,1.006,0.6323,0.7642,0.4407,b
0.6055,5.133,3.893,1.752,5.505,1.921,4.21,0.8484,1.094,0.7019,0.802,0.4272,b
0.575,5.226,4.104,1.807,5.345,1.885,4.211,0.8716,0.9656,0.7263,0.6458,0.2209,b
0.5396,5.787,4.105,1.774,5.414,1.893,4.127,0.7825,1.044,0.675,0.9436,0.3809,b
0.5896,5.621,4.097,1.7,5.4,1.653,4.186,0.8435,1.024,0.5847,0.7581,0.5566,b
0.5115,5.101,4.161,1.771,5.032,1.785,4.31,0.9155,1.029,0.5542,0.7495,0.3357,b
0.5298,5.347,4.102,1.804,5.135,1.731,4.292,0.8496,0.9241,0.5847,0.719,0.3125,b
0.5225,5.297,4.175,1.877,4.873,1.742,4.26,0.7593,0.6982,0.5908,0.7031,0.2539,b
1.896,4.884,4.221,0.9521,5.382,0.6372,0.9937,0.7349,0.5811,0.2612,0.166,0.2466,b
1.719,5.22,4.071,1.086,5.066,1.047,1.018,0.8179,0.5151,0.304,0.1172,0.2661,b
1.313,5.416,4.263,1.1,5.042,1.289,1.099,0.7874,0.6189,0.304,0.1428,0.2551,b
1.191,5.463,4.274,1.135,5.428,1.51,0.9497,0.7935,0.7092,0.4614,-0.07935,0.1904,b
1.116,5.354,3.955,1.2,5.315,1.556,1.227,0.7898,0.7019,0.3943,0.07324,0.3235,b
1.091,5.49,3.953,1.246,5.166,1.655,1.205,0.8032,0.7202,0.5005,0.1917,0.354,b
1.215,5.45,3.901,1.306,5.151,1.591,1.174,0.7971,0.5481,0.3845,0.009766,0.238,b
1.093,5.32,3.866,1.218,5.057,1.495,1.235,0.7043,0.5701,0.3149,0.1099,0.3809,b
2.596,4.342,3.293,1.117,4.323,0.542,1.282,0.3345,0.415,0.2612,5.289,0.3076,b
2.466,4.977,3.059,1.144,4.268,0.7495,1.326,0.3821,0.4663,0.2917,5.62,0.1807,b
2.405,5.035,3.135,1.213,4.309,0.791,1.326,0.2844,0.3467,0.4199,5.065,0.2637,b
2.386,4.664,3.245,1.107,4.127,0.7959,1.306,0.387,0.5212,0.3552,5.405,0.2588,b
2.358,4.807,3.45,1.136,4.124,1.022,1.371,0.387,0.4932,0.4346,4.823,0.1428,b
1.952,5.354,3.557,1.111,4.725,1.118,1.401,0.4724,0.5994,0.4529,5.71,0.2429,b
1.813,4.779,3.829,1.176,4.714,1.207,1.486,0.5273,0.603,0.3516,4.938,0.02197,b
1.804,5.544,3.918,1.084,4.834,1.294,1.454,0.5725,0.5566,0.4578,5.225,0.1538,b
1.61,5.681,3.901,1.25,4.567,1.311,1.469,0.481,0.5237,0.387,5.336,0.2393,b
1.66,5.096,3.719,1.172,4.604,1.335,1.411,0.5371,0.7092,0.376,4.973,0.2576,b
1.394,5.381,4.136,1.168,4.919,1.423,1.519,0.6458,0.5481,0.3687,5.349,0.3162,b
1.284,5.353,4.05,1.119,4.873,1.425,1.552,0.5774,0.6311,0.5212,4.988,0.2844,b
1.35,5.378,4.092,1.155,4.978,1.423,1.671,0.5603,0.5688,0.4199,5.49,0.1929,b
1.229,5.198,3.992,1.204,5.021,1.652,1.564,0.6104,0.6116,0.3979,4.824,0.271,b
1.216,5.294,4.144,1.251,4.784,1.52,1.599,0.6763,0.7031,0.387,5.702,0.2429,b
1.158,5.62,4.233,1.139,4.757,1.597,1.76,0.6201,0.6677,0.4883,5.261,0.1294,b
1.08,5.433,4.089,1.201,5.061,1.599,1.716,0.7141,0.6689,0.4663,4.724,0.3467,b
1.15,5.615,4.279,1.246,5,1.615,1.721,0.6348,0.6897,0.4358,4.775,0.2466,b
1.052,5.232,4.125,1.489,4.882,1.674,1.791,0.7141,0.7007,0.4626,5.413,0.4834,b
1.154,5.293,4.104,1.294,5.059,1.76,1.786,0.7373,0.769,0.4419,5.11,0.2722,b
1.071,5.177,4.12,1.26,5.049,1.703,1.757,0.5298,0.7092,0.354,5.63,0.2991,b
1.091,5.685,4.263,1.289,5.17,1.57,1.868,0.7874,0.7166,0.52,5.543,0.2539,b
1.093,5.259,3.915,1.312,4.998,1.718,1.942,0.6763,0.6824,0.5957,5.559,0.2063,b
0.7495,4.995,3.87,1.241,4.854,1.653,1.865,0.5835,0.7153,0.4297,5.216,0.2722,b
1.151,5.312,3.914,1.278,5.155,1.667,1.91,0.6897,0.6433,0.4773,5.11,0.2393,b
0.9229,5.42,3.933,1.271,4.912,1.658,1.915,0.5872,0.5884,0.4333,5.654,0.304,b
1.049,5.573,4.052,1.316,4.873,1.766,1.851,0.6055,0.6238,0.3894,5.685,0.2002,b
0.9827,5.076,3.943,1.238,4.718,1.636,1.927,0.553,0.6042,0.3345,5.662,0.1929,b
1.038,5.084,4.188,1.346,4.742,1.613,1.902,0.6311,0.5432,0.47,5.378,0.2466,b
0.9644,5.334,3.992,1.364,5.032,1.67,1.927,0.6384,0.7385,0.3906,5.615,0.2747,b
0.9521,5.251,4.004,1.322,5.013,1.605,1.945,0.5774,0.6616,0.3943,5.199,0.1843,b
1.024,5.154,4.158,1.195,4.565,1.58,1.892,0.592,0.5994,0.365,5.326,0.321,b
0.9644,5.278,4.237,1.244,4.838,1.604,2.026,0.6653,0.6372,0.3589,5.081,0.2783,b
0.8826,5.277,4.15,1.36,4.585,1.691,1.967,0.5396,0.6738,0.3613,5.208,0.3381,b
0.9204,5.551,3.958,1.156,4.641,1.566,2.025,0.6604,0.5908,0.3467,4.93,0.2161,b
0.8398,5.367,3.909,1.473,4.6,1.566,1.978,0.6042,0.5481,0.3674,5.294,0.238,b
0.9546,5.632,3.904,1.4,4.441,1.49,1.954,0.47,0.4785,0.4016,5.338,0.1819,b
0.9668,5.071,4,1.255,4.42,1.593,2.013,0.5188,0.6152,0.4187,5.339,0.2405,b
0.9094,5.106,4.384,1.271,4.624,1.606,2.01,0.7971,0.6299,0.4687,5.403,0.3113,b
0.9827,5.323,4.187,1.31,4.834,1.627,1.975,0.8252,0.6555,0.4663,5.427,0.2637,b
0.9753,5.583,4.196,1.306,4.832,1.498,2.029,0.658,0.6909,0.3894,5.654,0.2795,b
0.8337,5.309,3.962,1.277,5.039,1.613,2.122,0.658,0.6555,0.5957,4.961,0.3284,b
0.9998,5.458,4.445,1.403,5.12,1.636,2.062,0.7068,0.7947,0.5212,5.415,0.2087,b
0.7361,5.415,4.224,1.329,5.283,1.824,2.161,0.6787,0.8179,0.5969,5.088,0.3015,b
0.8203,5.236,4.265,1.373,4.801,1.899,2.183,0.7446,0.8557,0.4053,5.11,0.3076,b
0.8044,5.359,4.279,1.448,4.839,1.897,2,0.6738,0.6763,0.5444,4.923,0.3162,b
0.6958,5.77,4.25,1.334,4.907,1.912,2.183,0.7422,0.73,0.5603,5.574,0.4077,b
0.8069,5.052,4.032,1.416,4.846,1.825,2.25,0.3809,0.5811,0.2393,5.115,0.2539,b
0.6604,5.752,3.979,1.498,5.012,1.782,2.28,0.5627,0.6909,0.4395,5.583,0.3186,b
0.8179,5.624,4.092,1.389,4.886,1.737,2.172,0.5542,0.6824,0.4956,5.181,0.2283,b
0.7654,5.267,4.104,1.525,4.838,1.703,2.305,0.5933,0.6616,0.4358,4.772,0.365,b
0.7251,5.139,3.964,1.465,4.825,1.655,2.423,0.5371,0.6042,0.5139,5.433,0.2356,b
0.896,5.211,4.351,1.333,4.587,1.737,2.192,0.6165,0.5676,0.3552,5.374,0.2625,b
0.7434,5.342,4.403,1.487,5.172,1.855,2.085,0.769,0.769,0.5188,4.987,0.2832,b
0.7104,5.515,4.24,1.414,4.969,1.864,2.128,0.6824,0.8118,0.5408,5.327,0.3638,b
0.7947,5.103,4.49,1.412,5.219,1.907,2.457,0.8215,0.9924,0.5713,5.035,0.2722,b
0.7983,5.403,4.29,1.472,4.832,1.914,2.485,0.8459,0.8862,0.498,5.377,0.387,b
0.7568,5.537,4.282,1.521,5.111,1.757,2.534,0.7996,0.7092,0.437,5.747,0.3235,b
0.8594,5.619,3.986,1.548,5.095,1.853,2.595,0.6433,0.5896,0.5615,5.46,0.3857,b
0.8618,5.26,4.003,1.487,4.965,1.913,2.678,0.5933,0.7336,0.4944,5.175,0.238,b
0.824,5.731,3.976,1.553,4.681,1.771,2.496,0.6226,0.5469,0.5151,4.834,0.2319,b
1.049,5.356,3.566,1.132,4.653,1.155,1.298,0.4419,0.4993,0.3345,0.8997,0.2368,b
1.077,5.527,3.743,1.189,4.672,1.329,1.345,0.4834,0.4065,0.2698,0.7642,0.09766,b
0.9656,5.156,4.144,1.212,5.12,1.443,1.464,0.4871,0.5566,0.4675,0.7385,0.2319,b
0.9961,5.448,3.97,1.11,5.282,1.604,1.522,0.6079,0.6946,0.4993,0.8069,0.1099,b
0.9265,4.93,3.92,1.121,4.709,1.606,1.534,0.7153,0.7068,0.354,0.6543,0.3027,b
0.9497,5.14,4.187,1.184,4.752,1.602,1.569,0.5627,0.8276,0.4199,0.6995,0.1697,b
0.7703,5.354,3.934,1.18,5.088,1.663,1.616,0.6348,0.7275,0.4687,0.6189,0.3357,b
0.8337,5.056,4.106,1.158,4.967,1.776,1.614,0.614,0.7397,0.3821,0.9399,0.3259,b
